snowmelt_mm,water_input_mm,surface_runoff_mm,effective_cn,infiltration_mm,discharge_m3s,base_flow_m3s,risk_level,timestamp,precipitation_mm,temperature_c
0.0,6.078081811267731,0.0,75.0,6.078081811267731,10.1,10.1,low,2024-08-06,6.078081811267731,21.438928214410485
0.0,8.576976757192366,0.0,75.0,8.576976757192366,10.1,10.1,low,2024-08-07,8.576976757192366,26.95513747380251
0.0,6.0850368846872405,0.0,75.0,6.0850368846872405,10.1,10.1,low,2024-08-08,6.0850368846872405,21.97467518399868
0.0,5.357368108787458,0.0,75.0,5.357368108787458,10.1,10.1,low,2024-08-09,5.357368108787458,24.364321849266744
0.0,3.099103814198705,0.0,75.0,3.099103814198705,10.1,10.1,low,2024-08-10,3.099103814198705,23.31407799253607
0.0,4.145248093918114,0.0,75.0,4.145248093918114,10.1,10.1,low,2024-08-11,4.145248093918114,19.750796435420952
0.0,3.6596253477808975,0.0,75.0,3.6596253477808975,10.1,10.1,low,2024-08-12,3.6596253477808975,22.479213002807185
0.0,3.538580764634637,0.0,55.75221238938054,3.538580764634637,10.1,10.1,low,2024-08-13,3.538580764634637,23.396243575210438
0.0,13.499943707350045,0.0,55.75221238938054,13.499943707350045,10.1,10.1,low,2024-08-14,13.499943707350045,22.055192710357247
0.0,4.123924206233301,0.0,75.0,4.123924206233301,10.1,10.1,low,2024-08-15,4.123924206233301,18.06907951929532
0.0,9.265895505245995,0.0,75.0,9.265895505245995,10.1,10.1,low,2024-08-16,9.265895505245995,27.04703068731775
0.0,5.540934384888361,0.0,75.0,5.540934384888361,10.1,10.1,low,2024-08-17,5.540934384888361,22.047846274765927
0.0,7.260853038589395,0.0,75.0,7.260853038589395,10.1,10.1,low,2024-08-18,7.260853038589395,19.240352895015047
0.0,4.564385723890775,0.0,75.0,4.564385723890775,10.1,10.1,low,2024-08-19,4.564385723890775,26.320633262259964
0.0,5.008518287232239,0.0,75.0,5.008518287232239,10.1,10.1,low,2024-08-20,5.008518287232239,23.142171842141103
0.0,4.421182224127315,0.0,75.0,4.421182224127315,10.1,10.1,low,2024-08-21,4.421182224127315,17.51782017352411
0.0,2.995490842111975,0.0,75.0,2.995490842111975,10.1,10.1,low,2024-08-22,2.995490842111975,17.809879072097676
0.0,6.14598126516729,0.0,75.0,6.14598126516729,10.1,10.1,low,2024-08-23,6.14598126516729,20.0979695454759
0.0,3.2455959150670743,0.0,75.0,3.2455959150670743,10.1,10.1,low,2024-08-24,3.2455959150670743,21.47567508815714
0.0,2.286212449754759,0.0,55.75221238938054,2.286212449754759,10.1,10.1,low,2024-08-25,2.286212449754759,22.267617897696432
0.0,5.278112991037389,0.0,55.75221238938054,5.278112991037389,10.1,10.1,low,2024-08-26,5.278112991037389,23.062136580740944
0.0,2.7062087783676536,0.0,55.75221238938054,2.7062087783676536,10.1,10.1,low,2024-08-27,2.7062087783676536,21.63967518240343
0.0,10.53823032606052,0.0,55.75221238938054,10.53823032606052,10.1,10.1,low,2024-08-28,10.53823032606052,23.867583294059266
0.0,11.260626077534349,0.0,75.0,11.260626077534349,10.1,10.1,low,2024-08-29,11.260626077534349,20.011200177589863
0.0,9.37082552595692,0.0,75.0,9.37082552595692,10.1,10.1,low,2024-08-30,9.37082552595692,17.15252407750285
0.0,3.318928290027439,0.0,75.0,3.318928290027439,10.1,10.1,low,2024-08-31,3.318928290027439,19.219216390472994
0.0,1.9299957622481227,0.0,75.0,1.9299957622481227,10.1,10.1,low,2024-09-01,1.9299957622481227,18.817418967336465
0.0,9.740473852012029,0.0,75.0,9.740473852012029,10.1,10.1,low,2024-09-02,9.740473852012029,11.082132495399621
0.0,3.460814549879605,0.0,75.0,3.460814549879605,10.1,10.1,low,2024-09-03,3.460814549879605,16.92248344127789
0.0,11.936093368172129,0.0,75.0,11.936093368172129,10.1,10.1,low,2024-09-04,11.936093368172129,19.336450135004
0.0,11.62382765587181,0.0,75.0,11.62382765587181,10.1,10.1,low,2024-09-05,11.62382765587181,16.905959882474406
0.0,7.383337589711042,0.0,75.0,7.383337589711042,10.1,10.1,low,2024-09-06,7.383337589711042,16.022322636960002
0.0,2.6255767005689226,0.0,75.0,2.6255767005689226,10.1,10.1,low,2024-09-07,2.6255767005689226,20.475064452651488
0.0,2.985728284815825,0.0,75.0,2.985728284815825,10.1,10.1,low,2024-09-08,2.985728284815825,14.768989727360319
0.0,7.1881839990767595,0.0,75.0,7.1881839990767595,10.1,10.1,low,2024-09-09,7.1881839990767595,19.428958558042815
0.0,2.5641575098483003,0.0,75.0,2.5641575098483003,10.1,10.1,low,2024-09-10,2.5641575098483003,13.069159202743101
0.0,1.9241684487103679,0.0,75.0,1.9241684487103679,10.1,10.1,low,2024-09-11,1.9241684487103679,25.120886209805434
0.0,3.754112284934866,0.0,55.75221238938054,3.754112284934866,10.1,10.1,low,2024-09-12,3.754112284934866,15.960725184553652
0.0,9.512281389113873,0.0,55.75221238938054,9.512281389113873,10.1,10.1,low,2024-09-13,9.512281389113873,15.405209231655144
0.0,4.7760045465372105,0.0,75.0,4.7760045465372105,10.1,10.1,low,2024-09-14,4.7760045465372105,19.569537090904078
0.0,3.68063490789347,0.0,75.0,3.68063490789347,10.1,10.1,low,2024-09-15,3.68063490789347,14.647739627427654
0.0,1.3994123705079269,0.0,55.75221238938054,1.3994123705079269,10.1,10.1,low,2024-09-16,1.3994123705079269,20.03040290303647
0.0,3.90042600606281,0.0,55.75221238938054,3.90042600606281,10.1,10.1,low,2024-09-17,3.90042600606281,16.540487452406097
0.0,14.812341947849031,0.0,55.75221238938054,14.812341947849031,10.1,10.1,low,2024-09-18,14.812341947849031,14.828990988422314
0.0,1.376902726403217,0.0,75.0,1.376902726403217,10.1,10.1,low,2024-09-19,1.376902726403217,14.26610952325683
0.0,3.0588613606743196,0.0,75.0,3.0588613606743196,10.1,10.1,low,2024-09-20,3.0588613606743196,18.31938212532819
0.0,7.10617869663929,0.0,55.75221238938054,7.10617869663929,10.1,10.1,low,2024-09-21,7.10617869663929,15.14215393291287
0.0,4.803192800186586,0.0,75.0,4.803192800186586,10.1,10.1,low,2024-09-22,4.803192800186586,15.50038632156055
0.0,4.277827446382915,0.0,75.0,4.277827446382915,10.1,10.1,low,2024-09-23,4.277827446382915,15.577988008730992
0.0,4.274774831975604,0.0,55.75221238938054,4.274774831975604,10.1,10.1,low,2024-09-24,4.274774831975604,14.104141262882106
0.0,1.9165081559299615,0.0,55.75221238938054,1.9165081559299615,10.1,10.1,low,2024-09-25,1.9165081559299615,15.014201732509134
0.0,1.5646644717277658,0.0,55.75221238938054,1.5646644717277658,10.1,10.1,low,2024-09-26,1.5646644717277658,12.84784346355397
0.0,5.435894157235504,0.0,55.75221238938054,5.435894157235504,10.1,10.1,low,2024-09-27,5.435894157235504,12.80066745142392
0.0,5.389410223999063,0.0,55.75221238938054,5.389410223999063,10.1,10.1,low,2024-09-28,5.389410223999063,9.339154001803308
0.0,6.400810623760327,0.0,55.75221238938054,6.400810623760327,10.1,10.1,low,2024-09-29,6.400810623760327,13.33538594683295
0.0,7.622240410206364,0.0,55.75221238938054,7.622240410206364,10.1,10.1,low,2024-09-30,7.622240410206364,7.028364933661466
0.0,2.3780188216059472,0.0,55.75221238938054,2.3780188216059472,10.1,10.1,low,2024-10-01,2.3780188216059472,12.78189687362146
0.0,2.2595707529149087,0.0,55.75221238938054,2.2595707529149087,10.1,10.1,low,2024-10-02,2.2595707529149087,10.833037058330984
0.0,4.915095250429102,0.0,55.75221238938054,4.915095250429102,10.1,10.1,low,2024-10-03,4.915095250429102,12.541806575610922
0.0,3.20259725065904,0.0,55.75221238938054,3.20259725065904,10.1,10.1,low,2024-10-04,3.20259725065904,8.014312186256918
0.0,3.631651945534551,0.0,55.75221238938054,3.631651945534551,10.1,10.1,low,2024-10-05,3.631651945534551,4.545127056370969
0.0,4.765858424862614,0.0,55.75221238938054,4.765858424862614,10.1,10.1,low,2024-10-06,4.765858424862614,9.59273757414734
0.0,6.621970429040301,0.0,55.75221238938054,6.621970429040301,10.1,10.1,low,2024-10-07,6.621970429040301,7.2495385968357
0.0,1.2374472214129626,0.0,55.75221238938054,1.2374472214129626,10.1,10.1,low,2024-10-08,1.2374472214129626,4.787434903698883
0.0,1.412810366182669,0.0,55.75221238938054,1.412810366182669,10.1,10.1,low,2024-10-09,1.412810366182669,12.17484485575339
0.0,0.29608811756208164,0.0,55.75221238938054,0.29608811756208164,10.1,10.1,low,2024-10-10,0.29608811756208164,14.416438078019135
0.0,2.590242079828304,0.0,55.75221238938054,2.590242079828304,10.1,10.1,low,2024-10-11,2.590242079828304,6.963812197608394
0.0,0.10981231263257099,0.0,55.75221238938054,0.10981231263257099,10.1,10.1,low,2024-10-12,0.10981231263257099,8.869488357848747
0.0,1.879820844546329,0.0,55.75221238938054,1.879820844546329,10.1,10.1,low,2024-10-13,1.879820844546329,7.915845961458614
0.0,2.346883757061378,0.0,55.75221238938054,2.346883757061378,10.1,10.1,low,2024-10-14,2.346883757061378,6.605253486813401
0.0,1.0128919809435675,0.0,55.75221238938054,1.0128919809435675,10.1,10.1,low,2024-10-15,1.0128919809435675,10.316326534838648
0.0,2.680897590438526,0.0,55.75221238938054,2.680897590438526,10.1,10.1,low,2024-10-16,2.680897590438526,11.099201719497145
0.0,0.09292518630442363,0.0,55.75221238938054,0.09292518630442363,10.1,10.1,low,2024-10-17,0.09292518630442363,5.207190478405071
0.0,0.11419049784836816,0.0,55.75221238938054,0.11419049784836816,10.1,10.1,low,2024-10-18,0.11419049784836816,7.692195407206963
0.0,5.188054108614407,0.0,55.75221238938054,5.188054108614407,10.1,10.1,low,2024-10-19,5.188054108614407,11.15710031591825
0.0,1.3397550726232341,0.0,55.75221238938054,1.3397550726232341,10.1,10.1,low,2024-10-20,1.3397550726232341,9.117015262741273
0.0,0.407667123892284,0.0,55.75221238938054,0.407667123892284,10.1,10.1,low,2024-10-21,0.407667123892284,9.310278583604527
0.0,2.215960764837047,0.0,55.75221238938054,2.215960764837047,10.1,10.1,low,2024-10-22,2.215960764837047,10.649370868868063
0.0,4.408943821337205,0.0,55.75221238938054,4.408943821337205,10.1,10.1,low,2024-10-23,4.408943821337205,10.359202809905721
0.0,0.72935401028971,0.0,55.75221238938054,0.72935401028971,10.1,10.1,low,2024-10-24,0.72935401028971,9.130945499989089
0.0,2.9256588559694787,0.0,55.75221238938054,2.9256588559694787,10.1,10.1,low,2024-10-25,2.9256588559694787,6.231352116355302
0.0,0.26763308696969185,0.0,55.75221238938054,0.26763308696969185,10.1,10.1,low,2024-10-26,0.26763308696969185,4.401858658523373
0.0,0.15919528773092823,0.0,55.75221238938054,0.15919528773092823,10.1,10.1,low,2024-10-27,0.15919528773092823,5.613827681902156
0.0,2.2737268218765627,0.0,55.75221238938054,2.2737268218765627,10.1,10.1,low,2024-10-28,2.2737268218765627,3.455652708561942
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-10-29,2.3337313280842267,-1.0416453090930462
2.3337313280842267,5.377343672698075,0.0,55.75221238938054,5.377343672698075,10.1,10.1,low,2024-10-30,3.0436123446138477,3.7357968416533676
0.0,3.8848816887500526,0.0,55.75221238938054,3.8848816887500526,10.1,10.1,low,2024-10-31,3.8848816887500526,5.406959253452191
0.0,11.170671026099978,0.0,55.75221238938054,11.170671026099978,10.1,10.1,low,2024-11-01,11.170671026099978,2.334337596854467
0.0,2.178873357691069,0.0,55.75221238938054,2.178873357691069,10.1,10.1,low,2024-11-02,2.178873357691069,3.28132125604986
0.0,1.1700591423179363,0.0,55.75221238938054,1.1700591423179363,10.1,10.1,low,2024-11-03,1.1700591423179363,3.162884752556494
0.0,4.756961939198058,0.0,55.75221238938054,4.756961939198058,10.1,10.1,low,2024-11-04,4.756961939198058,7.462788557399238
0.0,0.9475543963084119,0.0,55.75221238938054,0.9475543963084119,10.1,10.1,low,2024-11-05,0.9475543963084119,2.0830877752984085
0.0,1.733950293819904,0.0,55.75221238938054,1.733950293819904,10.1,10.1,low,2024-11-06,1.733950293819904,7.0025075314424035
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-11-07,0.2451155057510097,-5.431562082174275
0.2451155057510097,0.32214833437543283,0.0,55.75221238938054,0.32214833437543283,10.1,10.1,low,2024-11-08,0.07703282862442314,6.524940142300476
0.0,9.862139769805806,0.0,55.75221238938054,9.862139769805806,10.1,10.1,low,2024-11-09,9.862139769805806,6.151282479350083
0.0,5.423302926345188,0.0,55.75221238938054,5.423302926345188,10.1,10.1,low,2024-11-10,5.423302926345188,4.745813297738578
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-11-11,3.571928198398025,-4.214360587721076
3.571928198398025,5.149507131793451,0.0,55.75221238938054,5.149507131793451,10.1,10.1,low,2024-11-12,1.5775789333954258,4.6628220495148
1.1956202209105136,3.159082039756743,0.0,55.75221238938054,3.159082039756743,10.1,10.1,low,2024-11-13,3.159082039756743,1.2430584544093832
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-11-14,0.5103622247185624,-6.404791104161081
0.5103622247185624,1.3743801920983132,0.0,55.75221238938054,1.3743801920983132,10.1,10.1,low,2024-11-15,0.8640179673797508,4.870172175130248
0.0,2.3903719449399436,0.0,55.75221238938054,2.3903719449399436,10.1,10.1,low,2024-11-16,2.3903719449399436,5.103250236196988
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-11-17,3.7615478633303274,-5.144978434533032
4.029491373083481,5.479289407181084,0.0,55.75221238938054,5.479289407181084,10.1,10.1,low,2024-11-18,3.238171049090395,0.8954425273518846
1.5204295052396386,2.5056662894066264,0.0,55.75221238938054,2.5056662894066264,10.1,10.1,low,2024-11-19,0.9852367841669878,4.338428006196272
0.0,9.29431049566892,0.0,55.75221238938054,9.29431049566892,10.1,10.1,low,2024-11-20,9.29431049566892,3.6695259771684396
0.0,16.319033648512544,0.0,55.75221238938054,16.319033648512544,10.1,10.1,low,2024-11-21,16.319033648512544,2.29658201132333
0.0,0.0,0,97.5,0.0,10.1,10.1,low,2024-11-22,2.424691445793994,-8.340977042997181
2.98539308979122,5.262782861906299,0.0,55.75221238938054,5.262782861906299,10.1,10.1,low,2024-11-23,2.838091416112305,1.604874148299782
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-11-24,1.6321135965961542,-1.4194654002612506
1.6321135965961542,2.4860974734183445,0.0,55.75221238938054,2.4860974734183445,10.1,10.1,low,2024-11-25,0.8539838768221906,2.044209274858168
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-11-26,1.3200423879693373,-0.3498457874274624
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-11-27,4.254545543270139,-1.3496472438467193
2.0897206036630465,2.099819582298418,0.0,55.75221238938054,2.099819582298418,10.1,10.1,low,2024-11-28,0.04349423916241283,0.46438235636956593
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-11-29,0.37014117671992813,-2.1390007337208816
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-11-30,0.14128313085756158,-1.857579665856542
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-01,0.12474435575187728,-3.608414954125516
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-12-02,5.802609100846976,-6.913426168367857
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-03,3.648721835102065,-0.5445103503749222
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-04,1.928353783238677,-4.8134039398703505
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-05,0.3088707553434398,-3.14125778940175
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-06,2.0295538973916996,-1.8178139849341495
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-12-07,1.9243509962831136,-9.07048547694372
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-12-08,0.5705841384006749,-8.531178631779142
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-09,1.7066973939069716,-3.974810510467434
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-10,1.5250098437496207,-1.8364926127040675
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-11,2.8701672987394033,-1.0887450274949115
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-12-12,3.024343608122736,-8.211532848651355
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-13,0.1390869720616042,-1.640442581631817
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-14,1.4081520139651846,-4.394278306362253
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-12-15,2.949374984348186,-6.413226126180332
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-12-16,2.098318357823369,-5.810016401074512
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-17,5.824048359526316,-1.5552869694491904
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-18,3.224924292164993,-3.2312028391747587
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-19,0.533558606301922,-3.990497582590348
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-20,0.21954730876872253,-3.494936483758875
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-21,3.0851824413266735,-1.5209216196081012
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-22,0.08060721800218329,-4.6720659570194165
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-23,2.644042133421872,-4.28910156909952
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-24,8.451766366161456,-1.1045545249475448
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-12-25,2.5703473367326333,-5.576532822225393
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-26,1.4739020766717217,-2.785736473643478
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-12-27,3.0924814735349457,-6.205318816701776
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-12-28,1.8388679221532738,-5.991500303935087
0.0,0.0,0,72.4778761061947,0.0,10.1,10.1,low,2024-12-29,2.3664430817289603,-5.1013715198563645
0.0,0.0,0,55.75221238938054,0.0,10.1,10.1,low,2024-12-30,44.690699911981184,-3.284345294524809
